index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
1969,ESR1_2,PI3K,positive,TGEN,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TGEN). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
1970,ESR1_2,PI3K_2,positive,TGEN,direct,1,,"Duplicated from original edge (ESR1 -> PI3K, Model=TGEN). Original note: protein-protein interaction. The estrogen receptor ERα (ESR1) physically associates with the p85 regulatory subunit of PI3K."
1971,IGF1R,PI3K_2,positive,TGEN,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TGEN). Original note: causal effect mediated by IRS1"
1972,IGF1R_2,PI3K,positive,TGEN,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TGEN). Original note: causal effect mediated by IRS1"
1973,IGF1R_2,PI3K_2,positive,TGEN,indirect,2,,"Duplicated from original edge (IGF1R -> PI3K, Model=TGEN). Original note: causal effect mediated by IRS1"
1974,INSR,PI3K_2,positive,TGEN,indirect,2,,"Duplicated from original edge (INSR -> PI3K, Model=TGEN). Original note: causal effect mediated by IRS1"
1975,IRS1,PI3K_2,positive,TGEN,direct,1,,"Duplicated from original edge (IRS1 -> PI3K, Model=TGEN). Original note: protein-protein interaction. phosphorylated IRS1 proteins bind the p85 regulatory subunit of PI3K."
1976,RAS,PI3K_2,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TGEN). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
1977,RAS_2,PI3K,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TGEN). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
1978,RAS_2,PI3K_2,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TGEN). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
1979,RAS_3,PI3K,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TGEN). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
1980,RAS_3,PI3K_2,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> PI3K, Model=TGEN). Original note: protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation."
1981,PI3K,PIP3_2,positive,TGEN,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TGEN). Original note: PI3K catalyzes the reaction that produces PIP3."
1982,PI3K_2,PIP3,positive,TGEN,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TGEN). Original note: PI3K catalyzes the reaction that produces PIP3."
1983,PI3K_2,PIP3_2,positive,TGEN,direct,1,,"Duplicated from original edge (PI3K -> PIP3, Model=TGEN). Original note: PI3K catalyzes the reaction that produces PIP3."
1984,PTEN,PIP3_2,negative,TGEN,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TGEN). Original note: PTEN dephosphorylates PIP3"
1985,PTEN_2,PIP3,negative,TGEN,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TGEN). Original note: PTEN dephosphorylates PIP3"
1986,PTEN_2,PIP3_2,negative,TGEN,direct,1,,"Duplicated from original edge (PTEN -> PIP3, Model=TGEN). Original note: PTEN dephosphorylates PIP3"
1987,CYCLINDc_2,RB,negative,TGEN,indirect,2,,"Duplicated from original edge (CYCLINDc -> RB, Model=TGEN). Original note: The Cyclin D–CDK4/6 complex directly phosphorylates RB, which leads to a decrease in the hypophosphorylated RB. As pRB is a separate node of the network, we consider this edge indirect."
1988,S6K,PTEN_2,positive,TGEN,unsupported,-,,"Duplicated from original edge (S6K -> PTEN, Model=TGEN). Original note: There is no evidence to support a positive effect. Instead, there is evidence of a negative effect: mTOR/S6K signaling promotes PTEN phosphorylation at Thr366, which can increase PTEN ubiquitination and degradation."
1989,SRC,PTEN_2,negative,TGEN,indirect,2,,"Duplicated from original edge (SRC -> PTEN, Model=TGEN). Original note: causal effect. Src-family kinases inhibit PTEN function via an unknown mediator."
1990,PI3K_2,RAC1,positive,TGEN,indirect,2,,"Duplicated from original edge (PI3K -> RAC1, Model=TGEN). Original note: causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors"
1991,HRAS,RAF1_2,positive,TGEN,direct,1,,"Duplicated from original edge (HRAS -> RAF1, Model=TGEN). Original note: protein-protein interaction. GTP-bound HRAS directly binds RAF1 through RAF1's Ras-binding domain. This recruits RAF1 to the plasma membrane and promotes the conformational changes needed for RAF1 activation."
1992,RAS,RAF1_2,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TGEN). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
1993,RAS_2,RAF1,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TGEN). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
1994,RAS_2,RAF1_2,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TGEN). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
1995,RAS_3,RAF1,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TGEN). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
1996,RAS_3,RAF1_2,positive,TGEN,direct,1,,"Duplicated from original edge (RAS -> RAF1, Model=TGEN). Original note: protein-protein interaction. RAS-GTP directly binds RAF1 (c-RAF) through RAF1's RAS-binding domain and cysteine-rich domain. This recruits RAF1 to the plasma membrane and is an essential step in RAF1 activation."
1997,IGF1,RAS_2,positive,TGEN,indirect,2,,"Duplicated from original edge (IGF1 -> RAS, Model=TGEN). Original note: causal effect mediated by IGFR, SOS/GRB2"
1998,IGF1,RAS_3,positive,TGEN,indirect,2,,"Duplicated from original edge (IGF1 -> RAS, Model=TGEN). Original note: causal effect mediated by IGFR, SOS/GRB2"
1999,PI3K,RAS_2,positive,TGEN,indirect,2,,"Duplicated from original edge (PI3K -> RAS, Model=TGEN). Original note: causal effect: PI3K-dependent enhancement of RAS activation was observed."
2000,PI3K,RAS_3,positive,TGEN,indirect,2,,"Duplicated from original edge (PI3K -> RAS, Model=TGEN). Original note: causal effect: PI3K-dependent enhancement of RAS activation was observed."
2001,PI3K_2,RAS,positive,TGEN,indirect,2,,"Duplicated from original edge (PI3K -> RAS, Model=TGEN). Original note: causal effect: PI3K-dependent enhancement of RAS activation was observed."
2002,PI3K_2,RAS_2,positive,TGEN,indirect,2,,"Duplicated from original edge (PI3K -> RAS, Model=TGEN). Original note: causal effect: PI3K-dependent enhancement of RAS activation was observed."
2003,PI3K_2,RAS_3,positive,TGEN,indirect,2,,"Duplicated from original edge (PI3K -> RAS, Model=TGEN). Original note: causal effect: PI3K-dependent enhancement of RAS activation was observed."
2004,SOS1,RAS_2,positive,TGEN,direct,1,,"Duplicated from original edge (SOS1 -> RAS, Model=TGEN). Original note: protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
2005,SOS1,RAS_3,positive,TGEN,direct,1,,"Duplicated from original edge (SOS1 -> RAS, Model=TGEN). Original note: protein-protein interaction. SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
2006,ERK_2,STK11,negative,TGEN,indirect,2,,"Duplicated from original edge (ERK -> STK11, Model=TGEN). Original note: causal effect, mediated by an unknown kinase."
2007,ERK_2,TSC2,negative,TGEN,direct in the network sense,1,,"Duplicated from original edge (ERK -> TSC2, Model=TGEN). Original note: ERK phosphorylates RSK, which phosphorylates TSC2 at inhibitory sites such as Ser1798. RSK is not in the network."
2008,ERK_2,TWIST1,positive,TGEN,direct,1,,"Duplicated from original edge (ERK -> TWIST1, Model=TGEN). Original note: phosphorylation. ERK1/2 phosphorylates TWIST1 at Ser68. This phosphorylation protects TWIST1 from ubiquitination and proteasomal degradation, increasing TWIST1 protein stability"
2009,HER2,HER2HER3c_2,positive,TGEN,,0,,"Duplicated from original edge (HER2 -> HER2HER3c, Model=TGEN). Original note: Replaces HER2 -> HER3. The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node."
2010,HER3,HER2HER3c_2,positive,TGEN,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TGEN). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2011,HER3_2,HER2HER3c,positive,TGEN,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TGEN). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2012,HER3_2,HER2HER3c_2,positive,TGEN,,0,,"Duplicated from original edge (HER3 -> HER2HER3c, Model=TGEN). Original note: Replaces HER3 -> HER2. The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation."
2013,IGF1R_2,AKT,positive,TM,indirect,2,,"Duplicated from original edge (IGF1R -> AKT, Model=TM). Original note: causal effect mediated by IRS1, PI3K"
2014,PIP3_2,AKT,positive,TM,direct,1,,"Duplicated from original edge (PIP3 -> AKT, Model=TM). Original note: protein-protein interaction. PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
2015,ERK_2,BAD,negative,TM,direct in the network sense,1,,"Duplicated from original edge (ERK -> BAD, Model=TM). Original note: phosphorylation. ERK1/2 phosphorylate RSK, which phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2. RSK is not in the network."
2016,ERK_2,BCL2,positive,TM,direct,1,,"Duplicated from original edge (ERK -> BCL2, Model=TM). Original note: phosphorylation. ERK1/2 phosphorylate BCL2 at Ser70. This phosphorylation enhances BCL2's anti-apoptotic function."
2017,ERK_2,CASP8,negative,TM,direct,1,,"Duplicated from original edge (ERK -> CASP8, Model=TM). Original note: phosphorylation. Active ERK1/2 directly phosphorylates procaspase-8 at Ser387, and this phosphorylation inhibits caspase-8 activation/processing."
2018,ERK_2,CASP9,negative,TM,direct,1,,"Duplicated from original edge (ERK -> CASP9, Model=TM). Original note: phosphorylation. ERK1/2 directly binds and phosphorylates caspase-9 at Thr125, inhibiting its activation/activity."
2019,MYC_2,CDKN2A,negative,TM,indirect,2,,"Duplicated from original edge (MYC -> CDKN2A, Model=TM). Original note: causal effect. MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
2020,PTEN_2,CREB1,negative,TM,direct,1,,"Duplicated from original edge (PTEN -> CREB1, Model=TM). Original note: dephosphorylation. Nuclear PTEN dephosphorylates CREB at Ser133, which decreases its transcriptional activity."
2021,CDKN2A,CYCLINDc_2,negative,TM,direct,1,,"Duplicated from original edge (CDKN2A -> CYCLINDc, Model=TM). Original note: protein-protein interaction. CDKN2A (p16INK4A)  binds CDK4 and CDK6 and prevents/antagonizes formation of functional Cyclin D–CDK4/6 complexes."
2022,EIF4,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (EIF4 -> CYCLINDc, Model=TM). Original note: causal effect: eIF4E promotes both Cyclin D1 mRNA export and cap-dependent translation; experimentally increasing eIF4E increases Cyclin D1 protein, thus more CyclinDc complex can be formed."
2023,ESR1,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> CYCLINDc, Model=TM). Original note: causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation."
2024,ESR1_2,CYCLINDc,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> CYCLINDc, Model=TM). Original note: causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation."
2025,ESR1_2,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> CYCLINDc, Model=TM). Original note: causal effect. Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation."
2026,FOXO3,CYCLINDc_2,positive,TM,unsupported,-,,"Duplicated from original edge (FOXO3 -> CYCLINDc, Model=TM). Original note: This assumed edge is not supported by evidence. Instead, there is an indirect negative effect mediated by p27."
2027,GSK3B,CYCLINDc_2,negative,TM,indirect,2,,"Duplicated from original edge (GSK3B -> CYCLINDc, Model=TM). Original note: causal effect. GSK3B promotes the nuclear export and degradation of CyclinD1, thus less cyclin-CDK complex CYCLINDc can be formed."
2028,IGF1,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (IGF1 -> CYCLINDc, Model=TM). Original note: causal effect mediated by IGFR, PI3K, ERK"
2029,KMT2D,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (KMT2D -> CYCLINDc, Model=TM). Original note: causal effect. KMT2D is a histone methyltransferase complex that helps recruit FOXA1, PBX1, and ERα/ESR1 to chromatin. It participates this way in the transcriptional regulation of Cyclin D1, the cyclin component of CyclinDc."
2030,MYC,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (MYC -> CYCLINDc, Model=TM). Original note: causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
2031,MYC_2,CYCLINDc,positive,TM,indirect,2,,"Duplicated from original edge (MYC -> CYCLINDc, Model=TM). Original note: causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
2032,MYC_2,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (MYC -> CYCLINDc, Model=TM). Original note: causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
2033,NRG1,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (NRG1 -> CYCLINDc, Model=TM). Original note: causal effect mediated by HER3, PI3K, others"
2034,p21,CYCLINDc_2,negative,TM,unsupported,-,,"Duplicated from original edge (p21 -> CYCLINDc, Model=TM). Original note: This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity."
2035,TCF7L2,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (TCF7L2 -> CYCLINDc, Model=TM). Original note: Causal effect mediated by β-catenin/TCF complexes activating CCND1 transcription, which then yields more CYCLINDc."
2036,TEAD1,CYCLINDc_2,positive,TM,indirect,2,,"Duplicated from original edge (TEAD1 -> CYCLINDc, Model=TM). Original note: causal effect. TEAD-containing YAP/TAZ transcriptional complex binds CCND1 regulatory DNA, leading to increased CCND1 transcription, which then allows more CYCLINDc complex formation."
2037,RB,E2F_2,negative,TM,direct,1,,"Duplicated from original edge (RB -> E2F, Model=TM). Original note: protein-protein interaction. Hypophosphorylated RB physically binds activating E2Fs, especially E2F1–3, through its pocket and C-terminal domains and directly suppresses their transcriptional activity."
2038,RB,E2F_3,negative,TM,direct,1,,"Duplicated from original edge (RB -> E2F, Model=TM). Original note: protein-protein interaction. Hypophosphorylated RB physically binds activating E2Fs, especially E2F1–3, through its pocket and C-terminal domains and directly suppresses their transcriptional activity."
2039,HER3_2,EGFR,positive,TM,direct,1,,"Duplicated from original edge (HER3 -> EGFR, Model=TM). Original note: protein-protein interaction; heterodimerization activates EGFR"
2040,MEK_2,EGFR,negative,TM,indirect,2,,"Duplicated from original edge (MEK -> EGFR, Model=TM). Original note: causal effect mediated by ERK"
2041,MEK,ERK_2,positive,TM,direct,1,,"Duplicated from original edge (MEK -> ERK, Model=TM). Original note: phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
2042,MEK_2,ERK,positive,TM,direct,1,,"Duplicated from original edge (MEK -> ERK, Model=TM). Original note: phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
2043,MEK_2,ERK_2,positive,TM,direct,1,,"Duplicated from original edge (MEK -> ERK, Model=TM). Original note: phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
2044,AKT,ESR1_2,positive,TM,direct,1,,"Duplicated from original edge (AKT -> ESR1, Model=TM). Original note: phosphorylation. Activated AKT phosphorylates ERα (ESR1 protein) at Ser167, and this phosphorylation increases ERα transcriptional activity."
2045,ES,ESR1_2,positive,TM,direct,1,,"Duplicated from original edge (ES -> ESR1, Model=TM). Original note: ligand-receptor binding"
2046,FOXO3,ESR1_2,positive,TM,direct,1,,"Duplicated from original edge (FOXO3 -> ESR1, Model=TM). Original note: regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription"
2047,KMT2D,ESR1_2,positive,TM,unsupported,-,,"Duplicated from original edge (KMT2D -> ESR1, Model=TM). Original note: KMT2D helps establish chromatin conditions that permit recruitment/occupancy of ERα, but it does not affect ESR1 itself."
2048,PGR,ESR1_2,positive,TM,unsupported,-,,"Duplicated from original edge (PGR -> ESR1, Model=TM). Original note: Only the ligand-free progesterone receptor has a positive effect on ESR1. The ligand-bound PGR binds ESR1 and redirects ERα chromatin binding and transcriptional activity."
2049,ERK_2,GSK3B,negative,TM,direct in the network sense,1,,"Duplicated from original edge (ERK -> GSK3B, Model=TM). Original note: phosphorylation. ERK binds GSK3β and phosphorylates it and primes it for subsequent Ser9 phosphorylation by RSK, which then inhibits GSK3β activity. RSK itself is activated by ERK. RSK is not part of the model."
2050,HER3_2,HER2,positive,TM,replaced,,,"Duplicated from original edge (HER3 -> HER2, Model=TM). Original note: The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation. This edge is replaced by a HER3->HER2HER3c edge."
2051,HER2,HER3_2,positive,TM,replaced,,,"Duplicated from original edge (HER2 -> HER3, Model=TM). Original note: The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node. This edge is replaced by a HER2->HER2HER3c edge."
2052,NRG1,HER3_2,positive,TM,direct,1,,"Duplicated from original edge (NRG1 -> HER3, Model=TM). Original note: ligand-receptor binding"
2053,PIP3_2,HRAS,positive,TM,indirect,2,,"Duplicated from original edge (PIP3 -> HRAS, Model=TM). Original note: causal effect likely mediated by PIP3-responsive Ras regulatory complex/GEF"
2054,ESR1,IGF1R_2,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> IGF1R, Model=TM). Original note: ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
2055,ESR1_2,IGF1R,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> IGF1R, Model=TM). Original note: ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
2056,ESR1_2,IGF1R_2,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> IGF1R, Model=TM). Original note: ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
2057,FOXO3,IGF1R_2,positive,TM,indirect,2,,"Duplicated from original edge (FOXO3 -> IGF1R, Model=TM). Original note: causal effect. Activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
2058,IGF1,IGF1R_2,positive,TM,direct,1,,"Duplicated from original edge (IGF1 -> IGF1R, Model=TM). Original note: ligand-receptor binding. "
2059,INS,IGF1R_2,positive,TM,direct,1,,"Duplicated from original edge (INS -> IGF1R, Model=TM). Original note: ligand-receptor binding. Insulin can directly bind IGF1R and weakly activate its intrinsic tyrosine kinase."
2060,SRC,IGF1R_2,positive,TM,direct,1,,"Duplicated from original edge (SRC -> IGF1R, Model=TM). Original note: phosphorylation. SRC can induce ligand-independent IGF1R phosphorylation and activation."
2061,IGF1R_2,IRS1,positive,TM,direct,1,,"Duplicated from original edge (IGF1R -> IRS1, Model=TM). Original note: phosphorylation. Activated IGF1R physically recruits IRS1 and directly phosphorylates it on tyrosine residues, generating docking sites for SH2-domain-containing signaling proteins."
2062,ERK_2,JUN,positive,TM,indirect,2,,"Duplicated from original edge (ERK -> JUN, Model=TM). Original note: causal effect on JUN stability mediated by GSK3B, there also is an indirect effect on JUN transcription."
2063,ERK_2,LCK,positive,TM,unsupported,-,,"Duplicated from original edge (ERK -> LCK, Model=TM). Original note: ERK phosphorylate LCK at Ser59, but the literature describes this phosphorylation as inhibitory/modulatory, not activating."
2064,ERK_2,MCL1,positive,TM,direct,1,,"Duplicated from original edge (ERK -> MCL1, Model=TM). Original note: phosphorylation. ERK1/2 phosphorylates MCL1, which stabilizes MCL1 and increases its anti-apoptotic activity. ERK1/2 also has indirect effects on MCL1 transcription and translation."
2065,RAF1,MEK_2,positive,TM,direct,1,,"Duplicated from original edge (RAF1 -> MEK, Model=TM). Original note: phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity."
2066,RAF1_2,MEK,positive,TM,direct,1,,"Duplicated from original edge (RAF1 -> MEK, Model=TM). Original note: phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity."
2067,RAF1_2,MEK_2,positive,TM,direct,1,,"Duplicated from original edge (RAF1 -> MEK, Model=TM). Original note: phosphorylation. RAF1 (c-RAF) directly phosphorylates MEK1/2 (MAP2K1/2) on their activating serine residues. This activates MEK kinase activity."
2068,PIP3_2,mTORC2_pm,positive,TM,direct,1,,"Duplicated from original edge (PIP3 -> mTORC2_pm, Model=TM). Original note: protein-protein interaction. The SIN1/MAPKAP1 subunit of mTORC2 contains a PH domain that directly binds PIP3, recruiting mTORC2 to the plasma membrane and allowing it to phosphorylate substrates such as AKT. "
2069,CTNNB1,MYC_2,positive,TM,direct,1,,"Duplicated from original edge (CTNNB1 -> MYC, Model=TM). Original note: regulation of transcription. In canonical Wnt signaling, nuclear β-catenin forms a transcriptional complex with TCF/LEF factors, and this complex directly regulates MYC transcription through TCF-binding regulatory elements."
2070,EIF4,MYC_2,positive,TM,indirect,2,,"Duplicated from original edge (EIF4 -> MYC, Model=TM). Original note: causal effect mediated by the node Translation"
2071,ERK,MYC_2,positive,TM,direct,1,,"Duplicated from original edge (ERK -> MYC, Model=TM). Original note: phosphorylation. ERK1/2 directly phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
2072,ERK_2,MYC,positive,TM,direct,1,,"Duplicated from original edge (ERK -> MYC, Model=TM). Original note: phosphorylation. ERK1/2 directly phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
2073,ERK_2,MYC_2,positive,TM,direct,1,,"Duplicated from original edge (ERK -> MYC, Model=TM). Original note: phosphorylation. ERK1/2 directly phosphorylates MYC, which increases MYC protein stability and can enhance its transcriptional activity."
2074,ESR1,MYC_2,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> MYC, Model=TM). Original note: ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
2075,ESR1_2,MYC,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> MYC, Model=TM). Original note: ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
2076,ESR1_2,MYC_2,positive,TM,indirect,2,,"Duplicated from original edge (ESR1 -> MYC, Model=TM). Original note: ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. Because there is a separate node ER_transcription, which activates MYC, this edge is classified as indirect."
2077,FOXO3,MYC_2,positive,TM,unsupported,-,,"Duplicated from original edge (FOXO3 -> MYC, Model=TM). Original note: This edge is contradicted by multiple known indirect negative effects of FOXO3 on MYC, and by perturbation evidence that FOXO3 loss increases MYC target expression."
2078,GSK3B,MYC_2,negative,TM,direct,1,,"Duplicated from original edge (GSK3B -> MYC, Model=TM). Original note: phosphorylation. GSK3B directly phosphorylates MYC; phosphorylated Thr58 is recognized through the FBXW7 ubiquitin-ligase pathway, leading to ubiquitination and proteasomal degradation of MYC."
2079,IGF1,MYC_2,positive,TM,indirect,2,,"Duplicated from original edge (IGF1 -> MYC, Model=TM). Original note: causal effect mediated by multiple mechanisms that increase MYC abundance or activity"
2080,KMT2D,MYC_2,positive,TM,indirect,2,,"Duplicated from original edge (KMT2D -> MYC, Model=TM). Original note: causal effect mediated by ESR1, ER_transcription"
2081,NRG1,MYC_2,positive,TM,indirect,2,,"Duplicated from original edge (NRG1 -> MYC, Model=TM). Original note: causal effect mediated by HER2/HER3 and the MAPK pathway"
2082,PIM,MYC_2,positive,TM,direct,1,,"Duplicated from original edge (PIM -> MYC, Model=TM). Original note: phosphorylation. PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
2083,STAT3,MYC_2,positive,TM,direct,1,,"Duplicated from original edge (STAT3 -> MYC, Model=TM). Original note: regulation of transcription. STAT3 binds a regulatory region of the MYC promoter overlapping an E2F site and promotes MYC transcription."
2084,ERK_2,p21,negative,TM,indirect,2,,"Duplicated from original edge (ERK -> p21, Model=TM). Original note: causal effect, mediated by MYC and possibly alternative mediators as well"
2085,MYC_2,p21,negative,TM,indirect,2,,"Duplicated from original edge (MYC -> p21, Model=TM). Original note: causal effect. MYC interacts with transcription factors already associated with the CDKN1A (p21) promoter, particularly MIZ1 (ZBTB17), represssing CDKN1A transcription. As there is a separate p21_T node in the Z21 model, this edge is indirect"
2086,IGF1R_2,PDK1_pm,positive,TM,indirect,2,,"Duplicated from original edge (IGF1R -> PDK1_pm, Model=TM). Original note: causal effect mediated by PI3K, PIP3"
2087,PIP3_2,PDK1_pm,positive,TM,direct,1,,"Duplicated from original edge (PIP3 -> PDK1_pm, Model=TM). Original note: protein-protein interaction. PIP3 recruits PDK1 to the plasma membrane."
2088,ERK_2,PGR,negative,TM,unsupported,-,,"Duplicated from original edge (ERK -> PGR, Model=TM). Original note: ERK phosphorylates of PRB at Ser294, and this makes PR more transcriptionally active, more nuclear, and more responsive to ligand, even though it also accelerates ligand-dependent receptor turnover."
2089,ESR1_2,PGR,negative,TM,unsupported,-,,"Duplicated from original edge (ESR1 -> PGR, Model=TM). Original note: Contrary to this assumption, ESR1 upregulates the transcription of PGR."
2090,EGFR,PI3K_2,positive,TM,direct,1,,"Duplicated from original edge (EGFR -> PI3K, Model=TM). Original note: protein-protein interaction.  Activated EGFR recruits the p85 regulatory subunit of class IA PI3K into a receptor-associated complex."
