index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
767,AKT,p21_p27,negative,Z21,direct,1,regulates,phosphorylation. The p21_p27 node unites p21 and p27. AKT phosphorylates and inhibits both p21 and p27. This inhibition can be interpreted as a direct inhibition of the p21_p27 node.
768,PIM,p21_p27,negative,Z21,assumption,4,,The p21_p27 node refers both to p21 and p27. This assumed edge is supported by the fact that PIM kinases suppress p27 through phosphorylation that promotes its cytoplasmic localization and/or degradation.
769,p21_p27_T,p21_p27,positive,Z21,direct,1,regulates,"protein translation. The p21_p27 node unites the p21 and p27 proteins. The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents translation."
770,FOXO3,p21_p27_T,positive,Z21,direct,1,regulates,"regulation of transcription. FOXO3 binds both the CDKN1A (p21) and CDKN1B (p27) promoter, and activates the transcription of both. "
771,MYC,p21_p27_T,negative,Z21,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumed edge is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
772,MYC_2,p21_p27_T,negative,Z21,assumption,4,,The p21_p27_T node refers to the transcripts of p21 and p27. This assumed edge is consistent with the fact that MYC represses the transcription of CDKN1A (p21).
773,p21_T,p21_p27_T,positive,Z21,,0,regulates,"The p21_p27_T node is a union of the transcripts of p21 and p27. Thus, this edge represents inclusion."
774,p21_T_2,p21_p27_T,positive,Z21,,0,regulates,The p21_p27_T node unites the transcripts of p21 and p27. We consider that the confidence ranking is the same as that of the p21_T->p21-p27_T edge.
775,p27_T,p21_p27_T,positive,Z21,,0,necessary,"The p21_p27_T node unites the transcripts of p21 and p27. Thus, this edge represents inclusion."
776,Rb_T,pRB,negative,Z21,assumption,4,,This assumption reflects the experimental observation that the loss of Rb_T results in the loss of the inhibitory effect of Rb on E2F family members.
777,CYCLINDc,pRB,positive,Z21,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
778,CYCLINDc_2,pRB,positive,Z21,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
779,pRB_2,pRB,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level node.
780,Rb_T,pRB_2,negative,Z21,assumption,4,,This assumption reflects the experimental observation that the loss of Rb_T results in the loss of inhibitory effect of Rb on E2F family members.
781,CYCLINDc,pRB_2,positive,Z21,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
782,CYCLINDc_2,pRB_2,positive,Z21,direct,1,regulates,"phosphorylation. The Cyclin D–CDK4/6 complex directly phosphorylates RB, yielding pRB. We consider the confidence ranking the same as that of the CYCLINDc->pRB edge."
783,cycE_CDK2,pRB_2,positive,Z21,direct,1,regulates,phosphorylation. Cyclin E–CDK2 directly recognizes and phosphorylates RB. We consider the confidence ranking of this edge is the same as that of the cycE_CDK2 edge.
784,pRB,pRB_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
785,GRB2,ABL1,positive,TGEN,assumption,4,,"There is evidence for the other direction: ABL phosphorylates/recruits GRB2, but not for an effect from GRB2 to ABL."
786,SRC,ABL1,positive,TGEN,direct,1,regulates,"phosphorylation. SRC phosphorylates ABL1, which increases ABL1 kinase activity"
787,ABL1,ABL2,positive,TGEN,unsupported,-,,"ABL1 (c-Abl) and ABL2 (Arg) are closely related paralogous non-receptor tyrosine kinases. They share many upstream activators, substrates, and functions, and can compensate for each other. But they do not interact or affect each other."
788,IGF1,AKT,positive,TGEN,indirect,2,,"causal effect mediated by IGFR, IRS1, PI3K, others"
789,IGF1R,AKT,positive,TGEN,indirect,2,,"causal effect mediated by IRS1, PI3K, others"
790,IRS1,AKT,positive,TGEN,indirect,2,,"causal effect mediated by PI3K, others"
791,mTORC2_pm,AKT,positive,TGEN,direct,1,regulates,phosphorylation. Plasma membrane-localized mTORC2 phosphorylates AKT
792,NRG1,AKT,positive,TGEN,indirect,2,,"causal effect mediated by PI3K, others"
793,PDK1_pm,AKT,positive,TGEN,direct,1,regulates,phosphorylation. Plasma-membrane-bound PDK1 directly phosphorylates AKT at Thr308 in its activation loop.
794,PIP3,AKT,positive,TGEN,direct,1,regulates,"protein-protein interaction. PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
795,AXIN1,APC,positive,TGEN,direct,1,regulates,"protein-protein interaction. The AXIN–APC protein–protein interaction helps assemble and organize the destruction complex together with GSK3β, CK1α, and β-catenin."
796,DVL1,AXIN1,negative,TGEN,direct,1,regulates,protein-protein interaction. DVL1 directly binds AXIN1 through their DIX domains. That physical interaction interferes with AXIN's destruction-complex function.
797,GSK3B,AXIN1,positive,TGEN,direct,1,regulates,protein-protein interaction. GSK3B directly binds AXIN1 through AXIN's GSK3-binding domain. AXIN acts as a scaffold that brings GSK3β together with APC and β-catenin.
798,AKT,BAD,negative,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL"
799,ERK,BAD,negative,TGEN,direct in the network sense,1,regulates,"phosphorylation. ERK1/2 phosphorylate RSK, which phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2. RSK is not in the network."
800,PAK1,BAD,negative,TGEN,direct,1,regulates,"phosphorylation. PAK1 phosphorylates BAD, which leads to its sequestration by 14-3-3 proteins, making it unable to inhibit BCLXL, BCL2."
801,PIM,BAD,negative,TGEN,direct,1,regulates,"phosphorylation. PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
802,BID,BAK1,positive,TGEN,direct,1,regulates,"protein-protein interaction. The active form tBID (generated by caspase-8 cleavage of BID) directly engages BAK, promoting the conformational changes and oligomerization that lead to mitochondrial outer-membrane permeabilization (MOMP)."
803,BIM,BAK1,positive,TGEN,direct,1,regulates,"protein-protein interaction. BIM's BH3 domain can directly engage BAK, causing the conformational changes that lead to BAK oligomerization and mitochondrial outer-membrane permeabilization."
804,MCL1,BAK1,negative,TGEN,direct,1,regulates,"protein-protein interaction. MCL1 binds activated BAK1 through its BH3-binding groove, sequestering BAK1 and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
805,p53,BAK1,positive,TGEN,direct,1,regulates,regulation of transcription. p53 binds a p53-response element in the BAK1 promoter and increases BAK1 transcription.
806,BID,BAX,positive,TGEN,direct,1,regulates,"protein-protein interaction. The active form tBID directly binds BAX and induces the conformational changes that activate BAX, leading to its mitochondrial membrane insertion and oligomerization."
807,BIM,BAX,positive,TGEN,direct,1,regulates,"protein-protein interaction. BIM's BH3 domain physically binds BAX, inducing conformational changes that promote BAX membrane insertion and oligomerization, leading to mitochondrial outer-membrane permeabilization."
808,MCL1,BAX,negative,TGEN,direct,1,regulates,"protein-protein interaction. MCL1 binds activated BAX through its BH3-binding groove, sequestering BAX and preventing the oligomerization required for mitochondrial outer-membrane permeabilization."
809,p53,BAX,positive,TGEN,direct,1,regulates,regulation of transcription. p53 binds a p53-response element in the BAX promoter and increases BAX transcription.
810,BAD,BCL2,negative,TGEN,direct,1,regulates,"protein-protein interaction. BAD binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
811,BIM,BCL2,negative,TGEN,direct,1,regulates,"protein-protein interaction. BIM binds BCL-2 through its BH3 domain, occupying the hydrophobic groove of BCL-2. This binding neutralizes BCL-2's anti-apoptotic function."
812,CREB1,BCL2,positive,TGEN,direct,1,regulates,regulation of transcription. CREB/CREB1 directly binds a cAMP-response element (CRE) in the BCL2 promoter and stimulates BCL2 transcription.
813,ERK,BCL2,positive,TGEN,direct,1,regulates,phosphorylation. ERK1/2 phosphorylate BCL2 at Ser70. This phosphorylation enhances BCL2's anti-apoptotic function.
814,BAD,BCLXL,negative,TGEN,direct,1,regulates,"protein-protein interaction. BAD binds BCL-XL through its BH3 domain, occupying the hydrophobic groove of BCL-XL. This binding neutralizes BCL-XL's anti-apoptotic function."
815,BIM,BCLXL,negative,TGEN,direct,1,regulates,protein-protein interaction. BIM directly binds the hydrophobic BH3-binding groove of BCL-XL (BCL2L1) through BIM's BH3 domain. This binding neutralizes BCL-XL's anti-apoptotic function.
816,CREB1,BCLXL,positive,TGEN,direct,1,regulates,regulation of transcription. CREB/CREB1 can directly bind a cAMP-response element (CRE) in the BCL2L1 (BCLXL) promoter and stimulates its transcription.
817,CASP8,BID,positive,TGEN,direct,1,regulates,"Active caspase-8 directly cleaves BID, generating truncated BID (tBID). tBID translocates to mitochondria and activates the mitochondrial apoptosis pathway, including BAX/BAK activation."
818,BCL2,BIM,negative,TGEN,direct,1,regulates,"protein-protein interaction. BCL2 directly binds the BH3 domain of BIM, sequestering BIM and preventing it from activating BAX/BAK."
819,BCLXL,BIM,negative,TGEN,direct,1,regulates,"protein-protein interaction. BCL-XL (BCL2L1) directly binds BIM through BIM's BH3 domain, sequestering BIM and preventing it from activating BAX/BAK."
820,FOXO1,BIM,positive,TGEN,direct,1,regulates,regulation of transcription. FOXO1 binds conserved forkhead-response elements in the promoter of  BCL2L11 (the gene encoding BIM) and stimulate its transcription.
821,FOXO3,BIM,positive,TGEN,direct,1,regulates,regulation of transcription. FOXO3 binds conserved forkhead-response elements in the promoter of  BCL2L11 (the gene encoding BIM) and stimulates its transcription.
822,CASP9,CASP3,positive,TGEN,direct,1,regulates,"Active caspase-9 directly cleaves procaspase-3 at its activating processing sites, generating active caspase-3"
823,ERK,CASP8,negative,TGEN,direct,1,regulates,"phosphorylation. Active ERK1/2 directly phosphorylates procaspase-8 at Ser387, and this phosphorylation inhibits caspase-8 activation/processing."
824,FADD,CASP8,positive,TGEN,direct,1,regulates,"protein-protein interaction. After FADD has been recruited to FAS, it binds procaspase-8 through their death-effector domain. This assembles the death-inducing signaling complex (DISC)."
825,NF1,CASP8,positive,TGEN,indirect,2,,"causal effect mediated by RAS, RAF, ERK"
826,SRC,CASP8,negative,TGEN,direct,1,regulates,phosphorylation. SRC directly phosphorylates procaspase-8 at Tyr380. This interferes with efficient processing/cleavage of procaspase-8 and thereby reduces its pro-apoptotic activity.
827,AKT,CASP9,negative,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates human caspase-9 at Ser196, inhibiting its protease activity and thereby suppressing apoptosis."
828,BCLXL,CASP9,negative,TGEN,indirect,2,,causal effect mediated by CYCS.
829,CASP3,CASP9,positive,TGEN,direct in the network sense,1,regulates,"The mechanism includes Caspase-3 cleaving caspase-9 and the inhibition of XIAP, which is not in the network"
830,CASP8,CASP9,positive,TGEN,indirect,2,,"causal effect mediated by BID, BAX and others"
831,CYCS,CASP9,positive,TGEN,direct in the network sense,1,regulates,"Cytosolic cytochrome c binds APAF1, causing APAF1 to assemble into the apoptosome. The apoptosome then recruits procaspase-9 through CARD–CARD interactions and activates it by proximity/dimerization.  APAF1 and the apoptosome are not in the network."
832,ERK,CASP9,negative,TGEN,direct,1,regulates,"phosphorylation. ERK1/2 directly binds and phosphorylates caspase-9 at Thr125, inhibiting its activation/activity."
833,PRKACA,CASP9,negative,TGEN,direct,1,regulates,phosphorylation. PRKACA/PKA directly phosphorylates CASP9 and inhibits its activity by interfering with self-processing and substrate binding and destabilizing the active caspase-9 protease core.
834,CASP3,CDKN2A,positive,TGEN,unsupported,-,,This edge is contradicted by observations that binding of CASP3 and p16 (CDKN2A) inhibits CASP3.
835,MYC,CDKN2A,negative,TGEN,indirect,2,,"causal effect. MYC can suppress the p16/RB senescence program in proliferating cells through several mechanisms, and MYC loss can lead to increased p16 expression and senescence."
836,SRC,CDKN2A,negative,TGEN,unsupported,-,,"There is no mechanistic or causal evidence that supports a negative relationship. Instead, there is evidence of a positive indirect relationship: early SRC activation after sublethal cellular damage promotes senescence rather than apoptosis."
837,ABL2,CEBPB,positive,TGEN,direct,1,regulates,phosphorylation. ABL2/Arg phosphorylates C/EBPβ at Tyr79. This phosphorylation increased C/EBPβ stability and enhanced its transcriptional activation activity
838,CREB1,CEBPB,positive,TGEN,direct,1,regulates,"regulation of transcription. The CEBPB promoter contains functional CRE-like elements, and phosphorylated CREB binds these regulatory sequences and stimulates CEBPB expression"
839,AKT,CREB1,positive,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates CREB1 Ser133, which increases CREB transcriptional activity"
840,PTEN,CREB1,negative,TGEN,direct,1,regulates,"dephosphorylation. Nuclear PTEN dephosphorylates CREB at Ser133, which decreases its transcriptional activity."
841,DC,CTNNB1,negative,TGEN,direct,1,regulates,"The β-catenin destruction complex directly binds β-catenin/CTNNB1 and promotes its sequential phosphorylation—first by CK1α, then by GSK3β. Those phosphosites are recognized by β-TrCP, leading to ubiquitination and proteasomal degradation of β-catenin."
842,SRC,CTNNB1,positive,TGEN,direct,1,regulates,"phosphorylation. SRC directly phosphorylates β-catenin at Tyr654. This weakens β-catenin's interaction with E-cadherin, and increases the cytoplasmic/nuclear pool."
843,WNT1,CTNNB1,positive,TGEN,indirect,2,,causal effect mediated by RHEB
844,YAP1,CTNNB1,positive,TGEN,correlation,3,,"In breast cancer, active YAP and β-catenin colocalize in the nucleus and YAP1/TEAD4/CTNNB1 occupy overlapping regulatory regions of common target genes."
845,CDKN2A,CYCLINDc,negative,TGEN,direct,1,regulates,protein-protein interaction. CDKN2A (p16INK4A)  binds CDK4 and CDK6 and prevents/antagonizes formation of functional Cyclin D–CDK4/6 complexes.
846,ESR1,CYCLINDc,positive,TGEN,indirect,2,,Estrogen-activated ERα promotes CCND1 transcription; this allows increased CYCLINDc formation.
847,GSK3B,CYCLINDc,negative,TGEN,indirect,2,,"causal effect. GSK3B promotes the nuclear export and degradation of CyclinD1, thus less cyclin-CDK complex CYCLINDc can be formed."
848,MYC,CYCLINDc,positive,TGEN,indirect,2,,"causal effect. c-MYC activates CDK4 transcription, thus leading to more CYCLINDc formation."
849,p21,CYCLINDc,negative,TGEN,unsupported,-,,This assumed edge is contradicted by evidence that p21 (and p27) can serve as an assembly factor for Cyclin D–CDK4/6 and facilitate nuclear localization.  p21-bound Cyclin D–CDK complexes can retain their kinase activity.
850,TCF7L2,CYCLINDc,positive,TGEN,indirect,2,,"Causal effect mediated by β-catenin/TCF complexes activating CCND1 transcription, which then yields more CYCLINDc."
851,TEAD1,CYCLINDc,positive,TGEN,indirect,2,,"causal effect. TEAD-containing YAP/TAZ transcriptional complex binds CCND1 regulatory DNA, leading to increased CCND1 transcription, which then allows more CYCLINDc complex formation."
852,BAK1,CYCS,positive,TGEN,direct in the network sense,1,regulates,Activated BAK oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
853,BAX,CYCS,positive,TGEN,direct in the network sense,1,regulates,Activated BAX oligomerizes in the mitochondrial outer membrane and helps form pores through which Cytochrome c (CYCS) is released from the mitochondrial intermembrane space into the cytosol.
854,APC,DC,positive,TGEN,,0,necessary,"APC is a core structural component of the β-catenin destruction complex (DC), together with AXIN1/2, GSK3β and CK1α."
855,GSK3B,DC,positive,TGEN,,0,necessary,GSK3β is a core enzymatic component of the β-catenin destruction complex.
856,FZD,DVL1,positive,TGEN,direct,1,regulates,"protein-protein interaction. Following Wnt binding, activated Frizzled (FZD) recruits Dishevelled proteins, including DVL1, to the plasma membrane."
857,NF1,DVL1,positive,TGEN,unsupported,-,,There is no evidence that supports this edge. It is contradicted by the fact that NF1 loss tends to enhance Wnt signaling.
858,RB,E2F,negative,TGEN,direct,1,regulates,"protein-protein interaction. Hypophosphorylated RB physically binds activating E2Fs, especially E2F1–3, through its pocket and C-terminal domains and directly suppresses their transcriptional activity."
859,EGF,EGFR,positive,TGEN,direct,1,regulates,ligand-receptor binding
860,HER2,EGFR,positive,TGEN,direct,1,regulates,protein-protein interaction; heterodimerization activates EGFR
861,HER3,EGFR,positive,TGEN,direct,1,regulates,protein-protein interaction; heterodimerization activates EGFR
862,MEK,EGFR,negative,TGEN,indirect,2,,causal effect mediated by ERK
863,EIF4EBP1,EIF4,negative,TGEN,direct,1,regulates,"protein-protein interaction. EIF4EBP1/4E-BP1 directly binds eIF4E through its eIF4E-binding motif. This prevents eIF4E from binding eIF4G, thereby blocking assembly of the eIF4F translation-initiation complex"
864,MEK,ERK,positive,TGEN,direct,1,necessary,"phosphorylation. MEK1/2 directly binds and phosphorylates ERK1/2, activating its kinase activity."
865,AKT,ESR1,positive,TGEN,direct,1,regulates,"phosphorylation. Activated AKT phosphorylates ERα (ESR1 protein) at Ser167, and this phosphorylation increases ERα transcriptional activity."
866,ES,ESR1,positive,TGEN,direct,1,regulates,ligand-receptor binding
867,FOXO3,ESR1,positive,TGEN,direct,1,regulates,regulation of transcription. FOXO3a directly binds regulatory sites in the ESR1 (ERα) promoter and increases ESR1 transcription
868,KMT2D,ESR1,positive,TGEN,unsupported,-,,"KMT2D helps establish chromatin conditions that permit recruitment/occupancy of ERα, but it does not affect ESR1 itself."
869,PGR,ESR1,positive,TGEN,unsupported,-,,Only the ligand-free progesterone receptor has a positive effect on ESR1. The ligand-bound PGR binds ESR1 and redirects ERα chromatin binding and transcriptional activity.
870,FAS,FADD,positive,TGEN,direct,1,regulates,protein-protein interaction. Ligand-activated FAS/CD95 recruits FADD directly through a death-domain–death-domain interaction.
871,TRADD,FADD,positive,TGEN,direct,1,regulates,"protein-protein interaction. TRADD binds FADD through their death domains (DDs), which then allows FADD to recruit procaspase-8."
872,AKT,FAS,negative,TGEN,assumption,4,,"AKT suppresses the broader death-receptor/apoptotic program, but there is no mechanistic or causal evidence of AKT inhibiting FAS."
873,FASLG,FAS,positive,TGEN,direct,1,necessary,ligand-receptor binding
874,p53,FAS,positive,TGEN,direct,1,regulates,"regulation of transcription. The FAS gene contains a high-affinity p53-responsive element in its first intron. Wild-type p53 binds this element, and reporter experiments showed that it strongly increases FAS transcription."
875,FASLG,FASLG,positive,TGEN,indirect,2,,"There is no evidence of direct FASL self-regulation but there is a positive feedback loop mediated by FAS, CASP8/3, MAPK8."
876,FOXO3,FASLG,positive,TGEN,direct,1,regulates,regulation of transcription. FOXO3 binds forkhead-response elements in the FASLG promoter and activate FASL transcription; constitutively active FOXO3 increases FASL promoter activity.
877,p53,FASLG,positive,TGEN,indirect,2,,causal effect. There is good perturbational evidence that functional p53 can increase FASLG expression.
878,AKT,FOXO1,negative,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
879,SGK1,FOXO1,negative,TGEN,direct,1,regulates,"phosphorylation. SGK1 directly phosphorylates FOXO1 at canonical regulatory sites; these events promote interaction with 14-3-3 proteins, nuclear exclusion, and loss of FOXO1 transcriptional activity."
880,AKT,FOXO3,negative,TGEN,direct,1,regulates,"phosphorylation. AKT phosphorylates FOXO1 at several regulatory residues. These promote binding to 14-3-3 proteins and retention in the cytoplasm, which decreases FOXO1 transcriptional activity"
881,CREB1,FZD,positive,TGEN,assumption,4,,"There is no mechanistic or causal support for this edge. The reverse signaling relationship, from FZD3 to CREB1, is causally supported."
882,WNT1,FZD,positive,TGEN,unsupported,-,,"WNT1 activates several FZD receptors, but receptor-specific functional assays do not support FZD3 and instead implicate FZD4, FZD5 or FZD8,  depending on context."
883,STAT1,GATA3,negative,TGEN,direct in the network sense,1,regulates,"STAT1 is required for efficient IFNγ-dependent induction of T-bet, and T-bet then antagonizes GATA3. T-bet is not in the network."
884,EGFR,GRB2,positive,TGEN,direct,1,regulates,protein-protein interaction. Activated EGFR recruits the adaptor protein GRB2.
885,IRS1,GRB2,positive,TGEN,direct,1,regulates,"protein-protein interaction. GRB2 directly binds phosphorylated IRS1 through its SH2 domain, recruiting the GRB2–SOS machinery."
886,LATS1,GRB2,positive,TGEN,unsupported,-,,There is no evidence that supports this edge. It is contradicted by the fact that Hippo signaling (mediated by LATS) and growth-factor signaling (mediated by GRB2) mutually inhibit each other.
887,SRC,GRB2,positive,TGEN,direct,1,regulates,phosphorylation. SRC phosphorylates GRB2 at Y160. That phosphorylation shifts GRB2 away from its inactive dimeric state toward the monomeric signaling-competent state.
888,INSR,GRB7,positive,TGEN,direct,1,regulates,"protein-protein interaction. After activated INSR becomes tyrosine-phosphorylated, the adaptor protein GRB7 binds it through its SH2 domain."
889,PRKACA,GRB7,negative,TGEN,unsupported,-,,There is no evidence of PRKACA–GRB7 binding or causal effect. This may be a mis-annotation as no corresponding interaction found in current or historical SIGNOR releases.
890,AKT,GSK3B,negative,TGEN,direct,1,regulates,"phosphorylation. AKT directly phosphorylates GSK3β at Ser9, which inhibits GSK3β kinase activity."
891,ERK,GSK3B,negative,TGEN,direct in the network sense,1,regulates,"phosphorylation. ERK binds GSK3β and phosphorylates it and primes it for subsequent Ser9 phosphorylation by RSK, which then inhibits GSK3β activity. RSK itself is activated by ERK. RSK is not part of the model."
892,EGF,HER2,positive,TGEN,indirect,2,,causal effect mediated by EGFR heterodimerization with HER2
893,HER3,HER2,positive,TGEN,replaced,,,The HER2-HER3 heterodimer formation is represented with a separate HER2HER3c node. HER3 does not have any effect on HER2 outside of heterodimer formation. This edge is replaced by a HER2->HER2HER3c edge.
894,HER2,HER3,positive,TGEN,replaced,,,"The effect of HER2 on HER3 is through HER2-HER3 heterodimer formation, which is represented by the HER2HER3c node. This edge is replaced by a HER2->HER2HER3c edge."
895,NRG1,HER3,positive,TGEN,direct,1,regulates,ligand-receptor binding
896,CASP3,HES1,negative,TGEN,unsupported,-,,"This edge is contradicted by evidence that during apoptosis, caspase-3 and caspase-6 cleave NOTCH1 intracellular domain (NICD)."
897,NICD,HES1,positive,TGEN,direct,1,regulates,"regulation of transcription. NICD binds the DNA-bound transcription factor RBPJ/CSL, converting it to an activating complex. Together with co-activators they activate the transcription of HES1."
898,NICD,HEY1,positive,TGEN,direct,1,regulates,"regulation of transcription. NICD binds the DNA-bound transcription factor RBPJ/CSL, converting it to an activating complex. Together with co-activators they activate the transcription of HEY1."
899,IGF1,HRAS,positive,TGEN,indirect,2,,"causal effect mediated by IGFR, SOS/GRB2"
900,NF1,HRAS,negative,TGEN,direct,1,regulates,"protein-protein interaction. NF1 (neurofibromin) is a Ras GTPase-activating protein (Ras-GAP), which accelerates RAS intrinsic GTP hydrolysis and converts it into the GDP-bound inactive state."
901,PI3K,HRAS,positive,TGEN,indirect,2,,causal effect likely mediated by PIP3 and a PIP3-responsive Ras regulatory complex/GEF
902,SOS1,HRAS,positive,TGEN,direct,1,regulates,"protein-protein interaction. SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
903,PDK1_pm,HSP90AA1,negative,TGEN,unsupported,-,,"HSP90 physically associates with PDK1 through the PDK1 kinase domain, but this binding affects PDK1, not HSP90."
904,ESR1,IGF1R,positive,TGEN,indirect,2,,"ERα binds regulatory regions of the IGF1R gene, often together with other transcription factors/cofactors. Estrogen/ER signaling increases IGF1R expression in ER-positive breast-cancer cells. Because there is a separate node denoting ER transcription regulatory activity, this edge is categorized indirect."
905,FOXO3,IGF1R,positive,TGEN,indirect,2,,"causal effect. Activated FOXO3 increases IGF1R mRNA and protein expression, and FOXO knockdown decreases IGF1R expression. The exact mechanism is not known."
906,IGF1,IGF1R,positive,TGEN,direct,1,regulates,ligand-receptor binding. 
907,INS,IGF1R,positive,TGEN,direct,1,regulates,ligand-receptor binding. Insulin can directly bind IGF1R and weakly activate its intrinsic tyrosine kinase.
908,SRC,IGF1R,positive,TGEN,direct,1,regulates,phosphorylation. SRC can induce ligand-independent IGF1R phosphorylation and activation.
909,NOS3,IL1B,positive,TGEN,unsupported,-,,This edge is not supported by evidence; instead an indirect negative effect has more support.
910,RELA,IL1B,positive,TGEN,replaced,,,Activated RELA/p65-containing NF-κB complexes bind the IL1B promoter/regulatory regions and activate IL1B transcription.  We replace this edge with an NFKB->IL1B edge to follow the general principle of attributing interactions of a subunit of a protein complex to the complex.
911,IL1B,IL6,positive,TGEN,indirect,2,,"causal effect mediated by IRAK, NFKB"
912,IL6,IL6,positive,TGEN,indirect,2,,"There is an indirect positive feedback loop mediated by IL6R, STAT3, JUN."
913,IL6,IL6R,positive,TGEN,direct,1,necessary,ligand-receptor binding
914,STAT5,IL8,positive,TGEN,direct,1,regulates,"regulation of transcription. STAT5, espectially STAT5B binds to CXCL8/IL8 regulatory DNA and promotes IL8 transcription."
915,FOXO3,INSR,positive,TGEN,indirect,2,,"causal effect. In BT474 cells, AKT inhibition, which is known to upregulate FOXO3, caused increased expression of several RTKs, including INSR."
916,INS,INSR,positive,TGEN,direct,1,regulates,ligand-receptor binding
917,IGF1R,IRS1,positive,TGEN,direct,1,regulates,"phosphorylation. Activated IGF1R physically recruits IRS1 and directly phosphorylates it on tyrosine residues, generating docking sites for SH2-domain-containing signaling proteins."
918,INSR,IRS1,positive,TGEN,direct,1,regulates,phosphorylation. Activated INSR recruits IRS1 and phosphorylates IRS1 on multiple tyrosine residues. Those phosphotyrosines then serve as docking sites for downstream signaling proteins.
919,S6K,IRS1,negative,TGEN,direct,1,regulates,"phosphorylation. S6K1 directly phosphorylates IRS1 on serine residues, which decreases IRS1 signaling competence."
920,mTORC1,EIF4EBP1,negative,TGEN,direct,1,regulates,"phosphorylation. mTORC1 directly phosphorylates 4E-BP1/EIF4EBP1 at multiple sites. This causes 4E-BP1 to lose affinity for eIF4E, thereby disabling its translational-repressor function."
921,ABL1,JAK2,positive,TGEN,direct,1,regulates,phosphorylation.  c-Abl/ABL1 directly interacts with JAK2 and promotes its tyrosine phosphorylation and activation
922,IL6R,JAK2,positive,TGEN,direct,1,regulates,protein-protein interaction. JAK2 is physically associated with the GP130 subunit of the receptor complex; receptor activation directly causes JAK activation.
923,IL8,JAK2,positive,TGEN,unsupported,-,,"IL-8 (CXCL8) signals through the GPCRs CXCR1 and CXCR2, not through a JAK-associated cytokine receptor."
924,IRS1,JAK2,positive,TGEN,assumption,4,,There is a JAK2->IRS1 relationship but no evidence to support this edge.
925,ERK,JUN,positive,TGEN,indirect,2,,"causal effect on JUN stability mediated by GSK3B, there also is an indirect effect on JUN transcription."
926,MAPK8,JUN,positive,TGEN,direct,1,regulates,"phosphorylation. MAPK8/JNK1 directly phosphorylates JUN in its N-terminal transactivation domain, which increases JUN transcriptional activity and AP-1 function."
927,PPARG,JUN,positive,TGEN,unsupported,-,,Activated PPARγ can suppress JUN (AP-1)-dependent transcription through protein–protein/cofactor mechanisms. There is no evidence of a positive functional effect.
928,RELA,JUN,positive,TGEN,unsupported,-,,This edge is contradicted by causal evidence that inhibition of endogenous NF-κB increased c-JUN synthesis.
929,AKT,KMT2D,negative,TGEN,direct,1,regulates,phosphorylation. AKT phosphorylates KMT2D at Ser1331; this reduces KMT2D chromatin recruitment/function and consequently suppresses KMT2D-dependent ER transcriptional activity.
930,PAX7,KMT2D,positive,TGEN,unsupported,-,,"This edge is not supported by functional evidence. PAX7 binds KMT2D and recruits it to PAX target loci. This is a PAX-specific effect and not a functional activation of KMT2S. In particular, it does not influence KMT2D's participation in ESR1 transcriptional activity. "
931,EGFR,KRT14,positive,TGEN,indirect,2,,causal effect mediated by the MAPK pathway and JUN
932,PAK2,KRT14,positive,TGEN,assumption,4,,This edge is not supported by mechanistic or causal evidence. PAK2's established regulation of other intermediate-filament proteins makes the interaction mechanistically conceivable.
